date,line,passengers,ticket_income,other_income,total_revenue,fixed_cost,variable_cost,maintenance_cost,total_cost,net_profit,punctuality_rate,energy_consumption,average_ticket_price,day_of_week,month
2025-01-31,5号线,91562.0,367332.43,26077.13,393409.57,130602.17,94725.16,64281.72,289609.06,103800.51,0.9595,50800.84,4.01,4,1
2025-01-31,6号线,31407.0,119342.7,11708.57,131051.27,42049.58,42150.22,18312.61,102512.42,28538.86,0.9551,31455.5,3.8,4,1
2025-01-31,7号线,22007.0,90350.9,8210.5,98561.4,23941.26,35161.69,,73956.63,24604.77,0.9858,32754.91,4.11,4,1
2025-01-31,8号线,69804.0,263453.53,34246.75,297700.28,69325.95,89784.74,29088.13,188198.81,109501.47,0.9619,45314.11,3.77,4,1
2025-01-31,9号线,44969.0,180429.74,26061.45,206491.18,58825.71,78548.09,35412.03,172785.82,33705.36,,28347.9,4.01,4,1
2025-01-31,14号线,12016.0,52304.9,4403.12,56708.01,18401.27,22319.89,9506.12,50227.28,6480.74,0.9795,10839.58,4.35,4,1
2025-01-31,21号线,27511.0,106357.31,7652.52,114009.83,42554.34,28976.44,19793.82,91324.6,22685.23,0.9557,37103.12,3.87,4,1
2025-02-01,1号线,78528.0,316472.58,24326.53,340799.11,110203.85,106593.38,32358.35,249155.58,91643.53,0.9629,55679.03,4.03,5,2
2025-02-01,2号线,61806.0,251520.53,13038.59,,92994.39,66554.09,32001.14,191549.63,73009.49,0.9788,56310.39,4.07,5,2
2025-02-01,3号线,49607.0,172848.49,11062.62,183911.12,58224.79,70381.49,19127.05,147733.33,36177.79,0.9866,43460.49,3.48,5,2
2025-02-01,4号线,51123.0,209709.58,18520.26,228229.84,82710.14,81467.79,29752.98,193930.91,34298.93,0.9583,82157.24,4.1,5,2
2025-02-01,5号线,29680.0,117398.99,11002.56,128401.55,42007.82,30034.07,,93609.01,34792.54,0.9805,57103.14,3.96,5,2
2025-02-01,6号线,66424.0,,,282395.27,90571.54,109607.43,32578.81,232757.78,49637.49,0.9526,82667.95,4.04,5,2
2025-02-01,7号线,57495.0,217919.52,18556.72,236476.25,73069.44,78351.39,29296.75,180717.57,55758.67,0.9799,68391.58,3.79,5,2
2025-02-01,8号线,36070.0,148122.14,16148.73,,,57770.01,18843.29,128296.56,35974.31,0.9959,25437.57,4.11,5,2
2025-02-01,9号线,60774.0,,33567.33,300315.0,86913.42,77760.87,52233.75,216908.04,83406.96,0.9862,88477.67,4.39,5,2
2025-02-01,14号线,26587.0,110253.38,,123152.11,33294.14,48142.87,11594.2,93031.21,30120.91,1.0,35459.34,4.15,5,2
2025-02-01,21号线,26347.0,110937.48,16022.33,126959.81,43087.22,43985.31,21866.42,108938.95,18020.86,0.9922,25784.51,4.21,5,2
2025-02-02,1号线,76881.0,300415.96,17332.6,317748.56,104653.34,89415.9,,227732.86,90015.7,0.9862,45977.49,3.91,6,2
2025-02-02,2号线,68018.0,290961.84,29683.0,320644.84,103421.42,109658.96,50564.97,263645.35,56999.48,0.9709,81139.64,4.28,6,2
2025-02-02,3号线,81508.0,326798.46,27801.13,354599.59,137411.54,110875.76,65292.18,313579.48,41020.11,0.974,117474.07,4.01,6,2
2025-02-02,4号线,63076.0,249770.97,30778.57,,66777.82,99887.87,38028.11,204693.81,75855.74,0.9649,112226.88,3.96,6,2
2025-02-02,5号线,34615.0,130101.2,,148965.37,53355.89,42389.41,15849.63,111594.93,37370.43,0.9709,62953.52,3.76,6,2
2025-02-02,6号线,35293.0,143871.28,20756.77,164628.04,60858.62,53984.28,17720.22,132563.12,32064.92,0.9756,29858.04,4.08,6,2
2025-02-02,7号线,68684.0,273306.69,35550.91,308857.59,113769.29,102540.4,49911.42,266221.11,42636.48,0.9759,95876.76,3.98,6,2
2025-02-02,8号线,38937.0,146608.94,9586.7,156195.64,62059.99,48138.28,24865.18,135063.45,21132.19,0.9612,50830.76,3.77,6,2
2025-02-02,9号线,54063.0,206754.52,11255.23,218009.76,77203.08,58136.75,30530.96,165870.79,52138.96,,102578.28,3.82,6,2
2025-02-02,14号线,67545.0,259395.8,31735.0,291130.81,87341.8,87630.45,32677.48,,83481.07,0.961,102998.57,3.84,6,2
2025-02-02,21号线,60698.0,243227.75,,268615.34,99528.97,74199.81,40427.18,214155.95,54459.4,,109392.44,4.01,6,2
2025-02-03,1号线,84048.0,344719.07,38560.67,383279.74,140343.29,,57917.66,312835.44,70444.3,0.994,,4.1,0,2
2025-02-03,2号线,55933.0,230879.02,24385.02,255264.04,99507.62,80979.81,23113.76,203601.19,51662.85,0.9597,35022.3,4.13,0,2
2025-02-03,3号线,69072.0,278421.04,36714.81,315135.85,80041.85,107986.76,,216123.31,99012.55,,79319.6,4.03,0,2
2025-02-03,4号线,26095.0,96856.84,13920.54,110777.38,40946.59,35222.18,10678.56,86847.33,23930.06,0.965,,3.71,0,2
2025-02-03,5号线,60514.0,253735.38,34800.74,288536.12,109276.24,74474.64,26534.18,210285.05,78251.07,0.9875,42065.06,4.19,0,2
2025-02-03,6号线,36597.0,131491.26,12437.79,143929.06,45088.35,54066.78,22133.86,121288.99,22640.07,0.9713,43077.62,3.59,0,2
2025-02-03,7号线,83994.0,,41619.87,394181.48,120569.99,106533.95,38160.6,265264.54,128916.94,0.9975,61028.93,4.2,0,2
2025-02-03,8号线,43254.0,178494.27,13819.3,192313.57,77518.49,52372.72,24946.26,154837.47,37476.1,0.9947,36546.68,4.13,0,2
2025-02-03,9号线,12403.0,48897.71,4750.57,53648.28,18479.26,17850.99,7641.49,43971.74,9676.53,0.9602,7897.57,3.94,0,2
2025-02-03,14号线,19777.0,80878.87,5105.44,85984.3,,36106.72,13152.69,73990.16,11994.15,0.9808,33518.18,,0,2
2025-02-03,21号线,67527.0,278294.5,18390.41,296684.91,105030.58,93026.76,34106.11,232163.44,64521.47,0.9795,77647.28,4.12,0,2
2025-02-04,1号线,38658.0,154435.7,15133.75,169569.46,49347.92,45551.18,21505.07,116404.17,53165.29,0.9847,69204.92,3.99,1,2
2025-02-04,2号线,31369.0,128419.14,7741.01,136160.15,49511.93,46780.89,14715.83,111008.66,25151.49,0.8724,25582.18,4.09,1,2
2025-02-04,3号线,44482.0,178167.19,10473.85,188641.04,55725.49,62807.76,27040.64,145573.89,43067.15,0.9539,48724.91,4.01,1,2
2025-02-04,4号线,35509.0,,,150895.15,60945.88,42297.98,14064.83,117308.69,33586.46,0.9948,49434.39,3.8,1,2
2025-02-04,5号线,37354.0,,19011.54,167143.07,61098.32,55847.1,24075.89,141021.3,26121.77,0.983,49662.22,3.97,1,2
2025-02-04,6号线,21224.0,90487.58,11144.36,101631.94,27452.41,,13812.05,79751.76,21880.18,0.9624,15691.26,4.26,1,2
2025-02-04,7号线,35446.0,127416.59,11896.32,139312.9,38999.87,56416.78,23850.25,119266.91,20046.0,0.951,52456.34,3.59,1,2
2025-02-04,8号线,42064.0,173003.15,9180.46,182183.61,57497.86,69840.35,18549.37,145887.59,36296.02,0.9934,,4.11,1,2
2025-02-04,9号线,11376.0,47850.5,4808.23,52658.74,18183.42,17564.26,8458.65,44206.33,8452.41,0.9794,6189.59,4.21,1,2
2025-02-04,14号线,46070.0,183925.18,14287.82,198213.0,74393.95,69093.51,26149.03,169636.49,28576.51,0.9605,66085.11,3.99,1,2
2025-02-04,21号线,69749.0,269431.87,19871.77,289303.64,125181.07,85462.52,31784.42,242428.01,46875.63,0.9927,86378.33,3.86,1,2
2025-02-05,1号线,44230.0,169422.81,19697.46,189120.26,51017.3,70727.17,26758.89,148503.35,40616.91,0.9656,48589.7,3.83,2,2
2025-02-05,2号线,65006.0,275116.14,40437.15,315553.29,101895.41,105733.26,31112.16,238740.83,76812.46,0.9537,49055.92,4.23,2,2
2025-02-05,3号线,25174.0,98540.53,6573.07,105113.59,30904.65,40382.43,16818.67,88105.75,17007.85,0.9868,37652.92,3.91,2,2
2025-02-05,4号线,20566.0,87605.97,5360.78,92966.75,30767.24,37009.49,10563.89,78340.62,14626.13,0.9766,39176.35,4.26,2,2
2025-02-05,5号线,32789.0,135282.49,8161.71,143444.2,,41562.96,14726.25,100766.2,42678.01,0.9699,39997.52,4.13,2,2
2025-02-05,6号线,76715.0,313803.24,31869.73,345672.98,120835.03,121918.04,45650.21,288403.27,57269.71,0.957,41806.64,4.09,2,2
2025-02-05,7号线,39437.0,161734.51,10612.43,172346.94,46091.5,57041.72,27993.49,131126.7,41220.24,0.9628,58857.69,4.1,2,2
2025-02-05,8号线,25313.0,101116.35,13798.43,,36327.0,29280.27,18513.16,,30794.35,,47538.24,3.99,2,2
2025-02-05,9号线,,198105.4,21889.73,219995.13,61510.68,71163.43,22966.11,155640.21,64354.92,0.9997,73948.47,4.36,2,2
2025-02-05,14号线,78322.0,300985.91,28237.67,329223.58,131521.61,95132.27,57960.1,284613.98,,0.9659,141242.05,3.84,2,2
2025-02-05,21号线,13877.0,52653.02,4562.18,57215.2,15168.95,16483.5,6974.34,38626.8,18588.4,,16278.28,3.79,2,2
2025-02-06,1号线,16479.0,63935.31,7469.0,71404.31,20587.7,18709.45,10251.7,49548.85,,0.969,29579.81,3.88,3,2
2025-02-06,2号线,46039.0,173277.96,15497.38,188775.34,57359.0,55135.47,25587.88,138082.34,50693.0,0.9858,59015.15,3.76,3,2
2025-02-06,3号线,37221.0,150977.25,8458.76,159436.01,57478.8,40459.61,29093.84,127032.24,32403.77,0.9551,45737.45,4.06,3,2
2025-02-06,4号线,20665.0,83809.41,9059.23,92868.64,27527.73,38339.86,12841.78,78709.37,14159.27,0.97,40608.54,4.06,3,2
2025-02-06,5号线,54709.0,204239.36,21798.72,226038.08,68376.85,83129.79,22606.78,174113.43,,0.9742,,3.73,3,2
2025-02-06,6号线,32071.0,125529.71,16559.74,142089.45,57224.79,41978.91,20104.99,119308.69,22780.76,,45427.66,3.91,3,2
2025-02-06,7号线,40261.0,167094.23,,180040.79,,47106.64,29751.55,137924.03,42116.76,0.9834,,4.15,3,2
2025-02-06,8号线,,346192.22,47178.97,393371.2,97247.66,122100.72,60129.22,279477.59,113893.6,0.9512,134969.51,3.75,3,2
2025-02-06,9号线,46199.0,173801.15,9706.01,183507.15,48494.07,64715.96,28364.62,,41932.51,0.9799,69934.28,3.76,3,2
2025-02-06,14号线,49312.0,193179.52,,218654.24,60664.89,55854.08,25907.11,142426.08,76228.15,0.9953,81805.36,3.92,3,2
2025-02-06,21号线,21024.0,79829.15,4545.66,84374.81,25954.5,25561.75,10816.82,62333.07,22041.74,0.99,17882.34,3.8,3,2
2025-02-07,1号线,26029.0,96012.57,9187.05,105199.61,30957.08,39710.7,11817.51,82485.29,22714.32,0.9689,27185.11,3.69,4,2
2025-02-07,2号线,18298.0,,4928.89,77916.8,27976.54,24024.37,14288.3,66289.22,11627.59,,11802.48,3.99,4,2
2025-02-07,3号线,88949.0,334189.51,24550.97,358740.48,121731.65,131948.26,64404.26,318084.18,40656.3,0.9996,168158.21,3.76,4,2
2025-02-07,4号线,55290.0,208386.02,26838.08,235224.1,73854.27,55050.37,26195.11,155099.75,,0.9753,40856.88,3.77,4,2
2025-02-07,5号线,23362.0,,12830.7,102121.45,30648.6,29357.22,9711.64,,32403.99,0.9698,,3.82,4,2
2025-02-07,6号线,47716.0,204244.25,20447.97,224692.23,69849.24,75841.27,28411.25,174101.75,50590.47,0.9814,72120.62,4.28,4,2
2025-02-07,7号线,56504.0,229651.44,13340.9,242992.34,83660.81,90416.38,29962.14,204039.34,38953.0,0.9847,57586.03,4.06,4,2
2025-02-07,8号线,72334.0,296203.36,42142.55,338345.91,92306.24,93266.63,55153.5,240726.36,97619.55,0.9882,,4.09,4,2
2025-02-07,9号线,19447.0,79155.31,5798.53,84953.84,22906.3,32157.84,11921.64,66985.78,17968.06,0.9561,27059.26,4.07,4,2
2025-02-07,14号线,41982.0,173239.74,8968.41,182208.15,69459.43,63985.36,17329.73,150774.53,31433.62,0.9693,56535.55,4.13,4,2
2025-02-07,21号线,49269.0,196458.59,23477.49,219936.08,93666.73,63298.43,20781.01,177746.17,42189.92,0.9571,33605.27,3.99,4,2
2025-02-08,1号线,39294.0,152241.24,22785.9,175027.13,52475.72,40765.7,22979.63,116221.05,58806.09,0.9653,56420.04,3.87,5,2
2025-02-08,2号线,23465.0,97286.42,11227.59,108514.01,34740.92,,13666.78,87450.63,21063.39,0.9741,17958.49,4.15,5,2
2025-02-08,3号线,79015.0,313305.32,23805.35,337110.67,120428.54,97716.19,31931.84,,87034.11,0.9768,65013.76,3.97,5,2
2025-02-08,4号线,34102.0,143748.0,7800.24,151548.24,43617.72,48348.12,15303.65,107269.49,44278.75,0.9823,42593.42,4.22,5,2
2025-02-08,5号线,34611.0,138166.5,13485.3,151651.8,43655.41,48216.36,24004.45,115876.22,35775.58,0.973,58060.81,3.99,5,2
2025-02-08,6号线,65198.0,251264.2,14483.29,265747.49,90326.08,107812.38,45450.77,243589.23,22158.26,0.9627,108995.12,3.85,5,2
2025-02-08,7号线,32775.0,129292.61,17874.18,147166.79,42355.56,58218.34,18755.44,119329.34,27837.45,0.9722,18738.98,3.94,5,2
2025-02-08,8号线,76544.0,324971.41,17404.52,342375.94,123982.39,123134.36,35921.29,283038.03,59337.9,0.9731,152122.21,4.25,5,2
2025-02-08,9号线,66056.0,240726.15,13690.41,254416.56,82861.05,88036.03,44065.75,214962.83,39453.72,0.9757,122094.69,3.64,5,2
2025-02-08,14号线,75377.0,321274.24,19963.55,341237.79,113651.61,103654.41,38735.63,256041.65,,0.9822,97647.38,,5,2
2025-02-08,21号线,19371.0,84454.74,9767.01,94221.75,26945.31,36363.19,15301.25,78609.76,15611.99,0.9964,16212.04,4.36,5,2
2025-02-09,1号线,34935.0,124861.09,9661.64,134522.73,49560.12,35062.06,14529.88,99152.06,35370.67,0.9748,18133.79,3.57,6,2
2025-02-09,2号线,77469.0,300841.91,42687.26,343529.17,104653.71,127678.68,55550.89,287883.28,55645.89,0.973,136577.68,3.88,6,2
2025-02-09,3号线,,119478.54,14972.9,134451.43,33120.48,39853.62,15771.88,,45705.45,0.9864,19542.4,4.05,6,2
2025-02-09,4号线,62256.0,256324.94,31599.78,287924.71,91381.98,88345.51,47181.81,226909.3,61015.41,0.9754,58914.26,4.12,6,2
2025-02-09,5号线,62614.0,239732.64,15842.69,255575.33,95105.62,90789.71,34372.88,220268.21,35307.12,0.9871,114093.74,3.83,6,2
2025-02-09,6号线,47767.0,182942.64,19302.0,,76000.7,63038.3,22026.95,161065.95,41178.69,0.9594,49346.98,3.83,6,2
2025-02-09,7号线,55750.0,252269.71,33619.49,285889.2,78088.03,116061.15,46416.72,240565.9,45323.3,0.9879,84604.43,4.53,6,2
2025-02-09,8号线,44627.0,171186.1,14864.25,186050.36,64998.74,67727.01,34174.47,166900.22,19150.14,0.9943,62012.18,3.84,6,2
2025-02-09,9号线,74316.0,291142.95,40010.68,331153.63,99028.57,98230.88,40827.76,238087.22,93066.41,0.9552,62288.56,,6,2
2025-02-09,14号线,20073.0,85143.11,6554.49,91697.6,35372.55,27232.63,15368.24,77973.42,13724.18,0.9539,11799.44,4.24,6,2
2025-02-09,21号线,54974.0,214467.21,13347.94,227815.15,82610.98,68386.66,,180453.9,47361.24,0.9686,32644.29,3.9,6,2
2025-02-10,1号线,35716.0,146983.9,18897.01,165880.91,,57963.9,24049.17,124622.85,41258.06,0.992,38421.47,4.12,0,2
2025-02-10,2号线,25343.0,101618.71,11033.86,112652.58,33277.96,,17277.74,81608.36,31044.21,0.9965,42420.96,4.01,0,2
2025-02-10,3号线,68005.0,250330.44,17175.21,267505.65,108682.28,85210.18,46109.2,240001.66,27503.99,0.9741,47618.46,,0,2
2025-02-10,4号线,,120920.09,8769.41,129689.5,30999.22,41722.83,12784.64,85506.69,44182.81,0.9961,36256.01,4.03,0,2
2025-02-10,5号线,30005.0,114664.37,8594.62,123259.0,33835.04,40627.52,21857.95,96320.51,26938.49,0.9725,49960.3,3.82,0,2
2025-02-10,6号线,49074.0,196158.4,12539.33,208697.74,60855.6,59297.43,37396.37,,51148.33,0.9674,90774.63,4.0,0,2
